,Slope_Alpha_channel52,Slope_Gamma_channel26,Slope_Delta_channel47,Slope_Alpha_channel51,Slope_Theta_channel113,Slope_Alpha_channel76,Slope_Alpha_channel16,Slope_Theta_channel102,Slope_Alpha_channel13,Slope_Beta_channel42,Slope_Alpha_channel14,Slope_Theta_channel103,Slope_Alpha_channel12,Slope_Beta_channel50,Slope_Gamma_channel22,Slope_Delta_channel49,Slope_Alpha_channel37,Slope_Alpha_channel75,Slope_Theta_channel114,Slope_Delta_channel41,Slope_Beta_channel44,Slope_Delta_channel45,Slope_Theta_channel94,Slope_Alpha_channel56,Slope_Theta_channel104,Slope_Delta_channel55,Slope_Gamma_channel61,Slope_Alpha_channel84,Slope_Beta_channel22,Slope_Alpha_channel19,Slope_Theta_channel115,Slope_Alpha_channel18,Slope_Theta_channel112,Slope_Alpha_channel55,Slope_Alpha_channel50,Slope_Theta_channel67,Slope_Delta_channel2,Slope_Beta_channel43,Slope_Beta_channel61,Slope_Alpha_channel40,Slope_Delta_channel6,Slope_Beta_channel75,Slope_Theta_channel105,Slope_Alpha_channel53,Slope_Theta_channel92,Slope_Delta_channel42,Slope_Alpha_channel43,Slope_Gamma_channel113,Slope_Beta_channel11,Slope_Delta_channel72,Slope_Theta_channel101,Slope_Beta_channel113,Slope_Alpha_channel11,Slope_Delta_channel40,Slope_Theta_channel116,Slope_Alpha_channel36,Slope_Beta_channel65,Slope_Delta_channel88,Slope_Alpha_channel34,Slope_Alpha_channel4,Slope_Theta_channel93,Slope_Alpha_channel48,Slope_Gamma_channel23,Slope_Beta_channel40,Slope_Delta_channel1,Slope_Theta_channel110,Slope_Alpha_channel17,Slope_Theta_channel111,Slope_Alpha_channel49,Slope_Theta_channel100,Slope_Delta_channel86,Slope_Gamma_channel21,Slope_Theta_channel109,Slope_Delta_channel76,Slope_Alpha_channel42,Slope_Alpha_channel2,Slope_Delta_channel82,Slope_Alpha_channel79,Slope_Beta_channel64,Slope_Alpha_channel7,Slope_Delta_channel54,Slope_Beta_channel25,Slope_Delta_channel78,Slope_Alpha_channel21,Slope_Gamma_channel112,Slope_Alpha_channel46,Slope_Beta_channel102,Slope_Gamma_channel27,Slope_Alpha_channel60,Slope_Theta_channel108,Slope_Alpha_channel1,Slope_Alpha_channel41,Slope_Theta_channel98,Slope_Alpha_channel78,Slope_Beta_channel31,Slope_Alpha_channel20,Slope_Beta_channel27,Slope_Alpha_channel28,Slope_Theta_channel107,Slope_Beta_channel112,target
0,-1.8191053676494784,-9.31996798198394,0.2285352027660317,-1.685439960081412,1.5286981415142715,-1.8977586048240689,-2.059368141511892,2.21179694232643,-1.7559617471145803,-0.6763236420439409,-1.8057640946810156,1.395807407235128,-1.793595598048883,-0.9605878718686488,-9.252064914965398,0.1312903664370584,-1.996701833057585,-1.670762410762913,1.4304565497895094,-0.2379122247679359,-0.5867324995475247,-0.11550653767145,2.2924385277553334,-1.5642579445328308,1.8201439870728795,0.1772607910291509,-9.058076656897937,-1.967849049892532,-2.6555972002084536,-2.7722851724324467,1.421543603793613,-2.4480015438737257,1.5707711734470822,-2.164558889991336,-1.5614967788351362,1.497169811279531,-0.2086536115227953,-0.751731413089114,-2.376512103367684,-1.9853901930623887,0.21399323453344,-1.1187255578044344,1.3894192758496282,-1.926319976671516,2.2166637267510825,-0.2294601719812022,-1.8175737274099368,-9.675167135685331,-1.0155945268792803,0.0564412352315304,1.863321720043222,-1.7509470909389893,-1.5283551262499284,-0.311659474119962,1.4627431638096449,-1.700155749746109,-2.467592019538674,0.1765826628106284,-1.7979670339376883,-1.7665781390477733,1.8740776198005955,-2.322608939760061,-9.304964896913116,-1.0759436104676523,-0.3060482338687001,1.4100834159969005,-2.637627199115339,1.5581681356167578,-1.8098310801596795,1.9322020378822995,0.2320105499980863,-9.373429020868308,1.4163334317184564,0.0364939931452799,-1.7856942359784624,-2.0743064225550656,-0.0193020197090374,-2.115266807350828,-2.160880514355573,-1.76911066848151,0.3772549402612834,-2.1810261460524534,0.1237616221943388,-2.5374875482377743,-9.68176611072484,-1.6314232563713065,-1.9948993035917195,-9.577978844405084,-2.2321531312249188,1.0964043493743476,-1.972159092245108,-2.071405672570054,1.3665586913508745,-2.181107565301412,-2.5875285209721315,-2.3613663012700665,-2.0641670212997107,-2.105712961104659,0.9515577890798492,-1.8007586980798247,0
1,1.4214749187159197,-10.291868477346434,-0.1639543578312077,0.6887133001359368,0.9147380702011186,1.067205129133938,1.3592331459400309,1.350489004988544,0.3542018137748389,-0.9491133794496996,1.648597476903402,1.2842243212566713,0.6141191481237015,-0.9287554571338076,-10.129886657883798,-0.3536240678482708,1.0566298712264912,-0.7615602134504564,0.957167164482288,-0.5381443352007859,-0.7414772505011695,-0.35308950169468,1.367620810740028,1.290012676025837,1.4088846360015768,-0.3804229970157368,-10.318849140062476,-0.2206385397669333,-1.8510665593993003,0.3380897892278743,1.2370981763306608,0.5451977265078366,0.9401315292952636,1.2783150316562388,-0.7816743333300595,1.2593033080783915,-0.5553834967542602,-1.067815104399236,-1.372510599780698,-0.817012675808421,-0.5058706856348871,-1.230103096738673,1.4116497275191413,1.141513872921559,1.3030242949106572,-0.6612001688627364,-0.7189052933274739,-10.204690804269635,-1.0141755876882632,-0.1911194405245616,1.1676217662418509,-1.566420383280341,-0.7218008113236748,-0.7221140967191555,1.3974020924850823,-0.7977318945235747,-1.3366775240440674,-0.2234580355450652,-0.7635766467907332,-0.915511096370285,1.2476002546996356,-0.3528919600276083,-10.047813574562912,-1.1396648958792153,-0.7231681390406203,1.1291346150521775,0.5086576728799624,1.0536460840351276,-0.5431891291369323,1.3129761963028863,-0.1970354114998913,-10.277979686212571,1.2941957171078506,-0.3480103970899779,-1.1119552284497,-0.7074197196987707,-0.1272766513797475,-0.5535638094538193,-1.4762446625516814,-0.1035817886744889,-0.2453123539621519,-1.739569495151275,-0.1347465813604367,0.3359009531017446,-10.200327855024632,-0.6912382855124001,-1.9069315444391293,-10.087972522938744,0.3957808162108316,1.158210455765036,-1.104336774107614,-0.3963007657125155,1.3190627458012798,0.1481783222792559,-1.9191788279457704,0.8168207631906159,-1.533866609601808,-0.0589210787877564,1.163045151612196,-1.5363712400943697,0
2,-0.569082588978818,-9.476425487411069,-0.4490229879258385,-0.0755138976709176,1.3944040822840826,-0.670979441060542,-0.2944753476460965,1.6059714171728232,-0.5251909643477544,-0.4167476921228201,-0.5914208493580283,1.2868074242590577,-0.3904526005972361,-0.5574717031437636,-9.485208884602592,-0.4209778905765577,-0.5213848626798367,-1.4637755284895888,1.3812002613524563,-0.7042018685944058,-0.286826563986744,-0.5652788193960833,1.6254702023120626,-2.0845378579317564,1.4399460924262184,-0.1441400835319915,-9.020707518855287,-1.4110993977841009,-1.8905855687884132,-0.9907366172285208,1.3438542160111444,-1.0773255469419163,1.448677090140882,0.1274788850914239,-1.5638899412633809,1.3862092981386074,-0.8915324775129951,-0.7743289664664221,-2.291712661906158,-0.902203619976658,-0.532964234342699,-0.8632528878021322,1.1948195811124336,-0.4088220031209609,1.7593004695626977,-0.4904166777699972,-1.108208270319266,-9.092172826125308,-0.7016270687725891,-0.5966924463034238,1.4315030456924072,-1.8968072010641968,-2.0411639556206485,-0.5364108110189598,1.2880203522728262,-1.971604052968129,-2.23337085968757,-0.5275625574741103,-1.50267579478332,-1.6699037971226631,1.476196984248016,-0.8493514353557491,-9.396881509846477,-0.6443543399480248,-0.6576202531856533,1.3252882830296768,-1.1875507069584277,1.4940956846180518,-0.903205732122672,1.5964735934607857,-0.4147482964328294,-9.25499735087948,1.2072319113944852,-0.3541079872070913,-0.8390074748161239,-1.8679616185875343,-0.6936858320534072,-1.7730214555001138,-2.0166876995801952,-1.2122962500579415,-0.2406364184316242,-1.914040689117847,-0.3455533703278486,-1.744840621150631,-9.166439729578638,-0.8743166914862762,-2.1399876597322915,-9.316108491661527,-1.4720448110141335,1.298827547356483,-1.5118996283624664,-1.188301886593348,1.4009566312585715,-1.3129050345968571,-2.482507557154072,-1.5032728939860185,-1.7055426595380032,-1.971644085120533,1.925684566834776,-1.7778589003376672,0
3,0.9133880945131928,-9.99370385597385,-0.3271348252665372,0.639202545558966,-0.1040370525630067,1.095947429203108,1.3751979973245612,-0.1024114651976601,0.5056631281844994,-0.6117780307441254,1.033595278685996,-0.1959587335482647,0.4895505044535059,-0.386206661756661,-9.336825398103027,-0.6642359381818419,1.093638843931139,0.3749254836461153,-0.3068446988714691,-0.7398848735424856,-0.3547926537940222,-0.5587832572975333,0.0056374396373892,1.7760648934645342,-0.3421413098017041,-0.4499709872296941,-9.78639744848323,1.0011267800842647,-2.293606012213531,1.6835701191768266,-0.4616324919749995,1.76276359416048,-0.2146995768786301,1.1880599524279305,-0.1702606687020116,-0.5110895773579711,-0.9192183253725498,-0.1967015177317937,-2.503996262845009,0.5955575098816636,-0.4532811603373169,-0.3812605528893655,-0.4057303023731957,0.9507982652341834,-0.1091288068725523,-0.6153770211811241,0.1910980517540674,-9.459602789525771,-0.483431059006528,-0.6184924537669784,0.0016899857334769,-2.160898778066413,-0.1324180345447241,-0.7607737960982542,-0.5647926869256684,0.239358048255242,-2.489228117766808,-0.5773285727078498,1.5781747798703465,0.093684069240456,-0.0208829798231583,1.339314699712575,-8.599676213288967,-0.6179654172107566,-0.8515719386589063,-0.6716714908245568,2.381852023416722,-0.4942131649926256,0.7796101376605162,-0.3906304082954345,-0.6081578180153067,-9.66155334693432,-0.6595581182064493,-0.5762060055568988,0.5231518998719049,0.605263844141053,-0.5946131259787837,2.028018323016695,-2.310596711250659,0.2219561787602442,-0.5501098187670332,-2.618384230560342,-0.6477859910611685,1.905764708787573,-9.30087703133106,0.3925931377561247,-2.72019718698097,-9.882092376223008,1.8320115317457497,-0.7216722365926469,0.023854106348911,1.0365391130081216,-0.6438389348678908,1.4816147233918993,-2.497197859494444,1.944795533177745,-2.5031570059295327,2.161753463287232,-0.2570986928587873,-2.0320659164502146,0
4,-0.0714831503552225,-9.720069782742174,-0.4950342065400097,0.0246994696797587,1.74320768754962,-0.1754803723556582,0.0968168417878806,2.4493102302610543,0.2276836300333737,-1.0655373333072962,0.1095841882872274,1.3569386990405532,0.2558180298970599,-1.0079122855667468,-9.885783508573818,-0.4664622107426235,-0.0660570107940976,-0.1138431933868063,1.930028468349067,-0.673128492480171,-1.090476697924606,-0.8002303014106786,2.4386022911182,0.571742762750887,2.390162854750437,-0.4332489090835631,-9.317069561617288,-0.3671650535482967,-1.964588931017576,-0.0753516981990911,1.9448096883933088,-0.0347558943976633,1.5841324464526716,-0.5830854756264408,-0.2704218217436205,2.1487581575835417,-0.6932445068022838,-1.183672566116051,-2.9842251290634296,-0.7061527604671604,-0.9996519560843254,-1.1605774747843702,1.6579088443976358,-0.4385865204259706,2.3733985669356508,-0.7712897022794651,-0.4456441129958672,-9.22243705524636,-1.1753928442400072,-0.5545796487106843,1.1826940149152,-2.4966703350996733,-0.0131379446265121,-0.7509549240801741,1.8697124960624725,-0.1260131312917442,-2.6120857744858506,-0.2790590571664369,-0.0483722092702774,-0.4886148427923575,1.2033483086081609,-0.4553457164497126,-9.812184832353209,-1.1487077730618762,-0.7270722326484416,1.5463108732619746,-0.0166946138403914,1.458517741681322,-0.6766771141503507,2.276481942332732,-0.2316816555787437,-9.523503129674864,1.7026560911948851,-0.6238434284407995,-0.6719504353053853,-1.1033386903267932,-0.7045871072650992,-0.0852939219669126,-2.7248232729116326,0.0868598438294731,-0.2160974748163801,-2.250651031306293,-0.2789397736728837,0.6242113133698135,-9.29348484854882,-0.5374854655799053,-2.331761567093454,-9.477581416781776,0.2403396085855058,1.9239083507913477,-0.9499184907694468,-0.8026314812409931,2.038864424069321,-0.6871780644510317,-2.355202909792085,-0.2171295906802174,-2.1792627469706667,0.1161202056595771,1.1658174419486425,-2.350909171719432,0
5,-2.2164519867751302,-9.853411378246662,-0.5017078590748618,-2.30667908703558,0.821559232038239,-2.4604312204896077,-2.3384257338732763,0.7676019437554624,-2.26208107101245,-0.6662284647828346,-2.541192671252127,0.8519893875761019,-2.4519374697732443,-0.7606877814180499,-9.862079767299363,-0.3863057231344333,-2.460892454758665,-2.367447824438071,1.013034068048982,-0.2844356688836941,-0.4753261522250347,-0.1372114685462809,0.4153297923567431,-2.0451687011701503,1.157221802610205,-0.4780467438209227,-10.026640112703204,-2.616495327607335,-1.6956440192439992,-2.4087836138171825,0.9814629894150386,-2.429584233056812,0.6657889666333574,-2.586005908356624,-2.204065955663588,1.1620154611724762,-0.1790045141599296,-0.8576100326093243,-1.3872782888844295,-2.441896739624368,-0.1540567940766307,-0.8470317510069135,0.9657749506112808,-2.4316192890876174,0.4730693784343641,-0.3307463203267065,-2.401580461410174,-9.670705816128375,-0.7769898202597543,-0.092421711287498,0.6280916445646455,-1.730206687558144,-2.0170914785638763,-0.2740482802856039,0.8198667662382118,-2.3986372210120157,-1.5287845267567104,-0.3535939681916405,-2.692130289346859,-2.3899748374610232,0.5474420774154591,-2.385867105177616,-9.435927104540085,-0.8025317868547652,-0.2074340539474682,0.2690424321225539,-2.97180627157332,0.3170739616809862,-2.2663434609937028,1.03619340600024,-0.3687424252232012,-9.74779313988032,0.5255381305246453,-0.2080811647958556,-2.4298153702673995,-2.518002985999665,-0.0719221413694081,-2.4367029439305776,-1.5255415928520304,-2.4220813691682226,-0.3806735152749251,-1.7710142133204487,-0.328292736620158,-3.2604372493459373,-9.900822312624353,-1.9957394808347668,-1.587486738800016,-9.532131178668578,-2.749933476985258,0.440238241210661,-2.4304367591724154,-2.5911674963479374,1.2286030726165342,-2.776469285889727,-1.4900493920283029,-2.903836069748974,-1.8623300263939853,-2.5341035832373056,0.7725599711250287,-1.409879216718799,0
6,0.2520634087239057,-9.364231329292007,-0.2009550074300289,0.02136685097348,0.4431239562109142,-0.4003893671139895,0.2296514319205446,0.7062173547665029,0.4432900337045938,-0.0462481113663007,0.1952719958432758,0.6042396392183579,-0.0925203370828399,-0.0090126632300807,-9.215926726744812,-0.2443532684917787,-0.0318572732211082,-0.4130316897869381,0.6149490009406379,-0.1799276978513194,0.242023302446072,-0.3444562944982176,0.8564855370202321,-0.1380235892475544,0.6483528246208867,-0.3130238921589128,-8.921895988063213,-0.0253001456292511,-2.276473950052895,0.2398128451279517,0.7486282102770824,-0.2473676977166718,0.4054577449404326,0.4373569070364815,-1.0678323806821444,0.3598880846789823,-0.4106081182085788,-0.3346949477701974,-2.172157902982803,-0.3664821642114561,-0.1361842612805185,-0.4860329613180873,0.4983696434371444,0.3670780929741307,0.8339000363551672,-0.3029293395241254,-0.2249975484660195,-9.642813297093593,-0.2617730566531621,-0.2959868252397067,0.8545747387244711,-1.8101418137124672,-1.291788225745976,-0.2109421358490226,0.7866145304092003,-0.9458272146971128,-2.248336032277777,-0.1183308972651905,-0.5996424855208194,-0.3383797782920828,0.8015888989292993,-0.3621990159909475,-9.242530178134365,-0.2668079657680394,-0.447183597027714,0.7073409608076688,-0.2189118939100621,0.4443708046697936,-0.7628468953386484,0.8903394295961433,-0.2271672691868269,-9.527116212419273,0.7489632294401548,-0.2020100318893735,-0.434491073621306,-1.1095667664644469,-0.0911217780237212,-0.6658445654762541,-2.186936631694469,-1.1632477084039177,-0.1940642297217066,-1.936435775445238,-0.3071192675682392,-0.3565028484778869,-9.694524083422689,-0.9297921560310696,-1.9489824600031969,-9.75545822306597,-0.3317639765458668,0.140887023900825,-1.066967136834585,-0.5085208625911929,0.6594498998020919,-0.7086768652467955,-2.125186194263342,-0.0757312407977769,-1.7589398158760072,-0.381391892681963,0.2236070536510632,-1.835034738510907,0
7,-0.400265148720677,-9.28594094111485,-0.9166804988312016,-0.0433780994820328,-0.6818929698204157,-0.5428447630527422,-0.5102020301004283,-0.7469777946565371,-0.3839988129257761,-0.8932723735327235,-0.503667289739564,-0.81176331921471,-0.3994404584091478,-0.7522332108838395,-9.680830507810466,-0.9295072918902773,-0.7345492809488956,-0.5693951627058135,-0.6993605343350566,-1.036965037453858,-0.7935727647970159,-0.952528079050256,-0.7509286440208848,-0.4858553288791627,-0.7662662516766928,-0.9418565266920872,-9.025822917342069,-0.6751602607847603,-1.1465236853090262,-0.3250679680588776,-0.7940726447491203,-0.5827137128208466,-0.7751775797702867,-0.5733834868552523,-0.6272896994609387,-0.7414492042888466,-0.9024874165254892,-0.8970421012011308,-0.8943553925657124,-0.5354472742301634,-0.6806715420216164,-0.8051277621009398,-0.8228312819378825,-0.714476072499456,-0.644095170591915,-1.0726912688035528,-0.5358589504005704,-9.618527335950423,-0.7535216829623739,-0.8480818059682971,-0.7546608930922404,-1.5869910540179726,-0.4720114544498064,-1.0540068433612102,-0.8543380005544831,-0.3867419165789089,-1.1164146084424302,-0.9247219048895164,-0.0286603057579756,-0.3842975000967082,-0.6264389943704797,-0.7322007072380488,-9.734393921954268,-0.9557770814970632,-0.9824820770529392,-0.9336691748079592,-0.5737998377778917,-0.8709037434558281,-0.6556494501294325,-0.8517192069451587,-0.906639583871018,-9.28197340654182,-0.8861042950972705,-0.5887186859424131,-0.5872262275524273,-0.1999003581912791,-0.8502348025516874,-0.0313824608536441,-1.234385920465814,-0.3881320606906742,-0.8022104015978898,-1.3886601918380184,-0.861658867360333,-0.6212783828780735,-9.52728974984064,-0.74908088955668,-1.1360343748828738,-9.419290379912937,-0.4510189729184342,-0.7103036996233597,-0.3043611663937681,-0.5841350817005767,-0.8604353052484963,-0.6770761675665288,-1.1875164430033749,-0.711500591861977,-1.370576648115258,-0.2500534959556449,-0.90265001200692,-1.525519858010304,0
8,-1.2570544296168602,-9.72998841040132,-0.5561060700344375,-0.6728548309195947,0.1577490678986095,-0.7297627527738406,-0.2814982846359191,0.7257563580564819,-0.9902060615720574,-0.936829896161576,-0.3753687315610646,-0.2938737275339882,-0.5445743358264605,-0.6997411854701554,-9.65827562799316,-0.5730270258203525,-0.5841016135144398,-1.1133495000893454,-0.0477618057605166,-0.7128664537820295,-0.9088004229164532,-0.5758770959863084,0.4404280816820439,-0.6092702499424281,0.6705471348314909,-0.511410175315123,-9.976554647000668,-0.8628997473715041,-1.6991533564950352,-0.0274406408515434,0.097673495494855,0.0351033579192964,0.1479072934113861,-0.9001936964838254,-1.1930797709707723,0.3488569694115541,-0.69917588784694,-0.949621178876511,-1.565477517269484,-0.7877185901306191,-0.6363437165929064,-0.901944376041346,0.474962837505553,-0.8509817091880775,0.3541786557447588,-0.6350297249445335,-0.9695289408520312,-9.916285572217884,-0.7741197404328565,-0.4829533012650318,-0.1949288899818001,-1.471910846627666,-1.225326890325491,-0.6900296097721788,-0.0043696488373059,-1.1433990322953145,-1.5351667648916938,-0.6533889311659615,-0.6888308590499251,-1.0733276905002955,-0.0999795343324655,-0.5136505988685869,-9.6098298300846,-1.0513011033827038,-0.6925800951123972,-0.1939995343856287,-0.0517884181195667,-0.0556097616024355,-0.474247297281248,-0.1136771450959222,-0.6093067631019997,-10.19586227447576,-0.2841115749797664,-0.2810768780012658,-0.6332853419494545,-0.973758751952206,-0.5662702788339268,-0.9154730719602832,-1.6402290401031296,-1.0051090201812658,-0.4630786231670512,-1.7331921212728432,-0.5541193192035476,-0.4963445735860628,-9.848629297586603,-1.471323205590272,-2.211388295088001,-9.633107971064218,-0.8021135823941784,0.1032444613336483,-0.981653396750146,-0.7800932927558135,-0.3073242392672862,-0.5503572077826021,-1.996009841741664,0.2329360812413746,-1.7379900323116837,-0.8138993910260796,-0.2051182206003152,-1.5312244489467846,0
9,-0.8466499430811839,-9.608079813721789,-0.8070061840882718,-1.0221617446439055,1.1691306851472023,-1.1611853399808636,-0.013687473656016,1.2530780880287804,-1.097407152565128,-0.9375081238936486,-0.3260315256754939,0.8601646286322021,-1.37571991260381,-0.9213102778863946,-9.613539387621026,-0.7330943789725203,-1.1461150391780754,-1.011885677006335,1.3571466395846976,-0.7554585430745223,-0.833087010816161,-0.4179663008587655,1.3000063880293071,-0.1595074268178287,1.4162411313540388,-0.4127729013493678,-9.70674573086168,-0.5149961361434805,-2.209022477686521,0.8146594022219573,1.4554763801081376,0.4491992072277931,1.0016156845550177,-0.5605749005942176,-0.8219714058113087,1.0397861480731077,-0.8890463862209119,-1.0022783728318003,-2.237984490859644,-0.6800769834776567,-0.5386720946635667,-1.0908550099286076,1.2361974427893645,-0.4990022096831402,1.2677266598124497,-0.6734423420631778,-0.7615767160610868,-9.57293465952135,-1.0333094884075424,-0.4478245683655294,0.4945399863495879,-2.1987693569137696,-1.1549253675662858,-0.6259814169696424,1.4885989224561549,-1.5696432176190802,-2.2270621271551145,-0.347837112451336,-1.1916960373633727,-0.8126192761625118,0.6052077072397875,-0.4402072970742353,-9.18269017179934,-0.9572110706329164,-1.0136195302518265,1.3312636250412928,-0.3671990303677682,0.981805693215036,-0.7541281252980828,1.380254420035112,-0.3463797197062481,-9.973632124963876,1.4543250206526472,-0.39961805278414,-0.7653757209904691,-1.449223097431404,-0.5364322365558359,-0.5238118305679733,-2.259328772390821,-1.4385415031145463,-0.412019969073445,-2.1776873345562264,-0.3687681713682377,-0.3129243087508191,-9.622672888238291,-1.1008911905631122,-2.036283825026567,-9.468059817811753,-0.9040333767593484,1.126590915364888,-1.222174732265484,-1.0636749160982892,1.349826963376395,-0.3368468676961158,-2.760368045949977,0.6118742370316447,-2.203853311040248,0.0298814773463758,0.834339258506051,-2.174886293183161,0
