,Slope_Alpha_channel52,Slope_Gamma_channel26,Slope_Delta_channel47,Slope_Alpha_channel51,Slope_Theta_channel113,Slope_Alpha_channel76,Slope_Alpha_channel16,Slope_Theta_channel102,Slope_Alpha_channel13,Slope_Beta_channel42,Slope_Alpha_channel14,Slope_Theta_channel103,Slope_Alpha_channel12,Slope_Beta_channel50,Slope_Gamma_channel22,Slope_Delta_channel49,Slope_Alpha_channel37,Slope_Alpha_channel75,Slope_Theta_channel114,Slope_Delta_channel41,target
10,0.4773001321314498,-9.544565000960269,0.1043196039821503,0.5054594076289581,1.3471504769180855,0.4161787162365457,1.085965838751996,2.202609545405844,0.4886128873779319,-0.7204887489506832,1.1196393100534254,1.766444900203578,0.1286454655804862,-0.365739637334301,-9.669226093859049,-0.1441105816321761,0.2503511304833479,0.2774365589426379,1.5866403983375907,-0.5634444253439093,0
11,-0.9089580541956844,-9.489241533618683,-0.5877987020603612,-0.9179863389840078,0.0223186740870874,-1.1963182066570262,-0.4268693778614418,0.3414802255613165,-0.6833003441768196,-0.573089527198409,-0.3236442604576022,-0.2598938168251772,-0.906027549605664,-0.3855659874897332,-9.448990175182049,-0.673481769000097,-0.5959779298804222,-0.2334569091055184,-0.0247639593965793,-0.1022227857337282,0
12,-1.3163913019757942,-10.313993040451212,-0.554179770401366,-0.712211740360081,0.5891335125664128,-0.6071049011226755,-0.756938763198367,0.957100389788796,-0.9735642064641126,-0.5347893131731372,-0.7887005359751442,0.7429953792884287,-0.700624241021699,-0.5996437752565876,-10.369498678125016,-0.5146253330099473,-0.7182542601333225,-0.3039750278024917,0.7106638877035854,-0.4597439902065358,0
13,0.4533729654606386,-9.92743238993649,-0.7217456892061485,-0.3529947879398523,1.205623669939995,-0.3649244424874798,-0.4105141067061501,1.5136035448893386,0.097372500156778,0.2406084416307844,-0.9859059155747584,1.438758740203854,-0.369134394744659,-0.3694827263535227,-9.680489200368664,-0.6498633593408589,-0.1314376040093754,-0.6740509601592377,1.2463230558386629,-0.997987231469342,0
14,-0.7187477148808905,-10.384534904709438,-0.3447258467281453,-0.6504303039295052,-0.4900711336696817,-0.6204332005552929,-0.5714325352805256,-0.6959280916530802,-0.7175395558382746,-0.584049226915151,-0.546686800083433,-0.3607623021723149,-0.5957510434262016,-0.3395252964117488,-10.388016609681337,-0.3521728654079872,-0.602186838791091,-0.4314317178513362,-0.7185339542652353,-0.2957612606127377,0
15,-0.5266516480872663,-8.771209275557814,-0.3790368277471904,-0.2098918711241444,2.426515866389669,-0.4494645360699742,-0.456905084807844,2.404779887768302,-0.2713260876823043,-0.831272831362832,-0.2350136386273283,2.0117716994254,-0.2942381075713997,-1.145553878746291,-8.85713942394618,-0.5118812310855109,-0.546440227154073,-1.0969909181974862,2.522772926349269,-1.1293725844769642,0
16,0.3652646497650448,-9.722099800082944,-0.4041792886972439,0.2330966871101434,-0.1773946873981554,0.3943694055365648,0.3736943121282002,0.0271144985000108,0.771883663563984,-0.3949273643451155,0.4213710479356339,0.0426496217732936,0.3406791411760348,-0.6176766799238289,-9.74331892692264,-0.1744147560439128,0.6514977802754592,-0.6012187217106416,-0.2482989557302155,-0.646572634110538,0
17,-0.6553363534871804,-10.272925330202463,-0.9268812200166104,-0.312931705966141,-0.0912635558391071,-0.3612452613030396,-0.206599493930165,-0.0561672210153886,-0.4737803830177478,-0.5869311230030497,-0.6442924750209462,-0.4988630070105654,-0.3905004482892026,-0.3546569569966232,-9.97014749361734,-0.7578820391746921,-0.409477201114952,-0.5509134270318898,-0.3731898687387803,-0.6611672566829329,0
18,0.1546546647282888,-10.284582523030572,-0.4914178737185936,-0.2707391583540501,-0.0936894443970025,0.0976808944229275,-0.0158818971386292,0.0755072306213394,0.0166388871618898,-0.8646031451764034,0.0579667279058863,0.3348848930866548,0.0323139901081253,-0.4844332221265199,-10.34700804145577,-0.6274921050206139,-0.0490868620143371,-0.0067543380918127,-0.1355438080005825,-0.4618198981597567,0
19,0.5328767378251993,-8.742971287068352,-0.4996507010370599,0.1434240310130438,1.743257826283669,-0.4345328567697629,-0.6012042635173159,1.909582399650837,0.140525871110228,-1.023593881395995,-0.3547739793589436,1.6605244407068231,-0.0917038979939289,-1.4531050118953748,-8.808233991845325,-0.589132563654352,-0.6284158486665217,-0.6613515326891867,1.7345212054564778,-0.6347782523678025,0
20,0.2314719515722801,-9.0072675508525,-0.4722040244694271,-0.9524899063532248,0.3955004741678546,-0.8236628894507545,0.3108744765989286,0.5023584251464356,0.223543591710055,-0.6333592903001107,0.3871032318737087,0.1112538598103827,-0.424842319038045,-1.0828846307047852,-8.967561050769033,-0.6414333268993841,-0.4133846797040839,-0.7888896047557801,0.173365831196046,-0.5611157520566087,1
21,-3.552546230156921,-9.40380473809308,-0.6544591384149215,-3.66907704083127,1.0923097164534132,-3.369216785901904,-2.957942146128012,1.2536366067667608,-3.5339287487838686,-1.3848028685795506,-2.79247926850969,1.3856930610225169,-3.5699378457930804,-1.9141923659768396,-9.462907632317222,-0.7515702189904294,-3.144474292219192,-2.9983305614416462,1.079886983512839,-0.3533184658687444,1
22,-1.9408837820234288,-9.820399040217392,-0.0456615102188506,-1.7067296586487228,1.1869508262985144,-1.9498509355956144,-1.3820141628201084,0.946849040952414,-1.4547649488677876,-0.9810691910363692,-1.3619015388121145,1.004777815845667,-0.8341900452868019,-0.7923047795907915,-9.760150287995232,-0.03997135934114,-1.473913810075892,-1.5864955047137297,1.1521458291215136,-0.2059511469604154,1
23,-0.5069451390705201,-10.02400352846893,-0.0617750107330042,-0.5326965579855476,-0.914329043147451,-0.6587234762086468,-0.2149705190598086,-0.919792171957805,-0.4568700120390785,-0.6881258337963612,-0.2946783264308595,-0.8884277921194269,-0.4567388242010411,-0.3181809269619545,-10.010870108558986,-0.0168704964553829,-0.0232981383520084,-0.2526956860674207,-1.030788792918239,-0.2753747894723635,1
24,-1.6221274605116518,-10.397700081101473,-0.2152455328808875,-1.3067343165610228,0.0406014601251289,-1.2387322815646735,-1.655075741157993,0.5907850318180558,-1.3916495212694138,-0.6462248793540986,-1.278649575779881,0.4042233709469354,-1.3162493252887986,-0.6975203453725245,-10.368994164858425,-0.105149784397956,-1.5392596532884253,-1.4678756420676706,-0.028265946840626,-0.6293779534925927,1
25,-1.7858912497280348,-9.36849819220618,-0.2327196050091431,-1.2017485825369467,0.2418995017049518,-1.5674720196369287,-2.0693664736578854,0.4979814366192606,-1.925732567963294,-0.8990303928671101,-2.306470949081299,0.3887364103472935,-1.708536589856224,-1.0486872220458587,-9.47720847587549,-0.2367979275224063,-2.125111912776217,-0.9835527790161868,0.3278578319009622,-0.0115133357011064,1
26,-0.8716214050734618,-10.163250419068383,-0.2403723813250788,-0.5296645262571037,0.1093638040704357,-0.8736595796797126,-0.1623138368401478,0.7425349533114783,-0.461616321475987,-0.555328944580852,-0.658826428378604,0.0890842157101252,-0.9869991149140336,-0.6382669459971985,-10.076863620433556,-0.2205292573506515,-0.6287767098552033,-0.859191889527185,0.1744872779712931,-0.3484596429772078,1
27,-2.4193216922916543,-9.623728210351391,-0.2517877476406314,-2.3672749839501157,0.3168073645865059,-2.568677436587989,-2.87027448356156,0.802594523278278,-1.9085079496149089,-1.1521689295139352,-2.609157122453797,0.4846659820997582,-1.7164792463604437,-1.543095483464129,-9.588259920595725,-0.3195910906571417,-2.2139711555056194,-2.6639647939778035,0.5183233034329381,-0.2971679715486897,1
28,-2.142768702914693,-9.352175828082162,-0.1607664027196383,-1.5331256147462826,1.5191044593124303,-2.304117428830692,-1.4527224386546984,1.497458734445423,-1.6928667403323512,-0.7387773105612284,-1.455890188948171,0.9208118867021668,-1.34695606276833,-1.3608914167746622,-9.468760929918965,-0.1656894811670231,-2.4090400649165877,-1.4382248067860337,1.5435852414745324,-0.3540944846989485,1
29,-0.404366282715959,-9.950257201005469,-0.3919985885664152,-0.5251339774908057,-0.2603853487954291,-0.3679005577036235,-1.0674034621414028,-0.290978562108997,-0.4217941549089538,-0.3910642058627857,-0.8388095913554096,-0.0200994926555984,-0.5877856856702037,-0.6457639007529521,-10.091520734559849,-0.345684296106634,-0.0416027898947147,-0.1631255917280475,-0.0303485811862461,-0.3861363994384148,1
30,-0.6397058452970334,-9.877827571117376,-0.4628404377803751,-0.6355723915780416,-0.4731060213497479,-0.7786111240034823,-0.4960268980995037,-0.240875583261559,-0.8344080829640131,-0.4727023542851309,-0.8570911887552862,-0.5347241558643216,-0.792457744168826,-0.4444661640080967,-10.129808607465955,-0.4506409770665547,-1.008140578162244,-1.233018643491964,-0.3464944867974459,-0.3777702678681167,1
31,-1.1118339458380364,-10.365999488677977,-0.418424320011651,-0.9661973195469692,-0.0337905837565815,-1.1277814583797034,-0.9395132701267672,0.5637708814946163,-0.8945139310659566,-0.4843914336384614,-0.8520254451368899,0.2639155638229273,-0.853177592667831,-0.4816091771565587,-10.286347645843357,-0.5020805134289408,-0.9291171134824282,-0.7064469664640454,0.0129478833259484,-0.4760770138080459,1
32,-1.3637707240704064,-10.141500568518596,-0.3871863412038136,-0.5129770625648558,0.4765186866162865,-0.5949645726587222,-0.7131260233594318,0.49700520174897,-1.1283805748359976,-1.248023967321423,-0.6866766201679473,0.3333837142046385,-0.6058723550521782,-1.3847802207339832,-10.079700587461891,-0.3640646211524689,-0.7993165079468214,-1.0443801888178152,0.3717759586599324,-0.3619393270140686,1
33,-0.3327013999443811,-10.615138397206684,-0.4850456243710486,-0.44259558258239,-0.296805749971839,-1.1016426094687315,-0.577638316460114,-0.1339877301946539,-0.5110408612811985,-1.2612504411239107,-0.6956217994363748,-0.2956735642239196,-0.3432503420214203,-1.148415109877611,-10.629714388796437,-0.2565160732357549,-0.4809412258258097,-1.398003335044413,-0.1559688168378303,-0.3795691100355365,1
34,-2.739817673208278,-9.845641431475457,-0.0759394210031366,-3.06368444635421,-0.3525126793504989,-2.865567683145688,-2.9868378047767736,-0.2230099776672161,-2.983862555875342,-0.80925848888506,-3.040909144255703,0.2072599198036067,-3.2098228649460343,-0.9926567650779144,-9.789444907706027,-0.1060084550348764,-2.8056049511347885,-2.9776517390832704,-0.4435912540784292,-0.3419957080044388,1
35,-1.1184566889390712,-9.848832914988336,-0.9795401183633192,-1.1804248411161908,-0.5291481501225709,-1.0626596635926313,-0.2705599817496663,-0.6570228749435351,-0.9113358509622664,-1.276775316837631,-0.2053890182155448,-0.5614643002651916,-0.850270403613657,-0.9661719907819308,-9.94836382588131,-0.932118544003348,-0.7997877351167879,-0.3018831358254425,-0.4453931426918839,-0.9853087283107508,1
36,-1.0101572637189826,-9.882126008052923,-0.1850973737532706,-0.8553960914403054,0.6000648116113522,-1.2138091579652148,-1.4506027168731574,0.9430818225393371,-0.6096407974826341,-1.0829185848972631,-1.4575983221762745,0.6757012325224713,-0.5964356760396402,-1.1273318189275046,-10.298793772208285,-0.472982437115751,-0.7325465130724018,-1.627810581480241,0.6409037734126356,-0.400704178689973,1
37,-1.675841430754027,-10.061782992532695,-0.0676009607368096,-1.6753882295218658,-0.1168994848266968,-1.5804990160309749,-1.9326568461903364,0.2198223508352049,-1.7625791437898128,-1.286987449089957,-1.767160289739868,-0.1404701985190311,-1.819868950612666,-1.54962111893028,-9.998833983913515,-0.2219083506833453,-1.5622817476813493,-1.5465985291040596,-0.1139896646022764,-0.6124914290511692,1
38,-1.8505984764110492,-9.992847241254408,-0.3759118799911633,-1.7255398527713923,-0.2258935571700471,-1.890559932734925,-1.7149001447393404,-0.2062605494421068,-1.7218120899223133,-0.7207863148994845,-1.3664944154922256,-0.3118978282338985,-1.807251192538944,-1.4921656904891971,-10.196303228426714,-0.2563932432142157,-1.199834388390393,-2.7230457477616548,-0.2062973421930677,-0.5356388259215509,1
39,-1.1022192775711082,-10.29695128173332,-0.327350187440599,-0.5224450322670836,-0.3290541676138689,-0.5377552438990266,-0.6165046949834863,-0.3244170693697674,-1.2875540716751217,-0.5840286628395983,-0.4007750102435269,-0.3846763011429038,-1.104706644431645,-0.5457306099550275,-10.13403283708213,-0.2518972927108815,-1.262826965823236,-0.8756138234295923,-0.3717004807603261,-0.5689432504094162,1
