,Slope_Alpha_channel52,Slope_Gamma_channel26,Slope_Delta_channel47,Slope_Alpha_channel51,Slope_Theta_channel113,Slope_Alpha_channel76,Slope_Alpha_channel16,Slope_Theta_channel102,Slope_Alpha_channel13,Slope_Beta_channel42,Slope_Alpha_channel14,Slope_Theta_channel103,Slope_Alpha_channel12,Slope_Beta_channel50,Slope_Gamma_channel22,Slope_Delta_channel49,Slope_Alpha_channel37,Slope_Alpha_channel75,Slope_Theta_channel114,Slope_Delta_channel41,target
0,-1.8191053676494784,-9.31996798198394,0.2285352027660317,-1.685439960081412,1.5286981415142715,-1.8977586048240689,-2.059368141511892,2.21179694232643,-1.7559617471145803,-0.6763236420439409,-1.8057640946810156,1.395807407235128,-1.793595598048883,-0.9605878718686488,-9.252064914965398,0.1312903664370584,-1.996701833057585,-1.670762410762913,1.4304565497895094,-0.2379122247679359,0
1,1.4214749187159197,-10.291868477346434,-0.1639543578312077,0.6887133001359368,0.9147380702011186,1.067205129133938,1.3592331459400309,1.350489004988544,0.3542018137748389,-0.9491133794496996,1.648597476903402,1.2842243212566713,0.6141191481237015,-0.9287554571338076,-10.129886657883798,-0.3536240678482708,1.0566298712264912,-0.7615602134504564,0.957167164482288,-0.5381443352007859,0
2,-0.569082588978818,-9.476425487411069,-0.4490229879258385,-0.0755138976709176,1.3944040822840826,-0.670979441060542,-0.2944753476460965,1.6059714171728232,-0.5251909643477544,-0.4167476921228201,-0.5914208493580283,1.2868074242590577,-0.3904526005972361,-0.5574717031437636,-9.485208884602592,-0.4209778905765577,-0.5213848626798367,-1.4637755284895888,1.3812002613524563,-0.7042018685944058,0
3,0.9133880945131928,-9.99370385597385,-0.3271348252665372,0.639202545558966,-0.1040370525630067,1.095947429203108,1.3751979973245612,-0.1024114651976601,0.5056631281844994,-0.6117780307441254,1.033595278685996,-0.1959587335482647,0.4895505044535059,-0.386206661756661,-9.336825398103027,-0.6642359381818419,1.093638843931139,0.3749254836461153,-0.3068446988714691,-0.7398848735424856,0
4,-0.0714831503552225,-9.720069782742174,-0.4950342065400097,0.0246994696797587,1.74320768754962,-0.1754803723556582,0.0968168417878806,2.4493102302610543,0.2276836300333737,-1.0655373333072962,0.1095841882872274,1.3569386990405532,0.2558180298970599,-1.0079122855667468,-9.885783508573818,-0.4664622107426235,-0.0660570107940976,-0.1138431933868063,1.930028468349067,-0.673128492480171,0
5,-2.2164519867751302,-9.853411378246662,-0.5017078590748618,-2.30667908703558,0.821559232038239,-2.4604312204896077,-2.3384257338732763,0.7676019437554624,-2.26208107101245,-0.6662284647828346,-2.541192671252127,0.8519893875761019,-2.4519374697732443,-0.7606877814180499,-9.862079767299363,-0.3863057231344333,-2.460892454758665,-2.367447824438071,1.013034068048982,-0.2844356688836941,0
6,0.2520634087239057,-9.364231329292007,-0.2009550074300289,0.02136685097348,0.4431239562109142,-0.4003893671139895,0.2296514319205446,0.7062173547665029,0.4432900337045938,-0.0462481113663007,0.1952719958432758,0.6042396392183579,-0.0925203370828399,-0.0090126632300807,-9.215926726744812,-0.2443532684917787,-0.0318572732211082,-0.4130316897869381,0.6149490009406379,-0.1799276978513194,0
7,-0.400265148720677,-9.28594094111485,-0.9166804988312016,-0.0433780994820328,-0.6818929698204157,-0.5428447630527422,-0.5102020301004283,-0.7469777946565371,-0.3839988129257761,-0.8932723735327235,-0.503667289739564,-0.81176331921471,-0.3994404584091478,-0.7522332108838395,-9.680830507810466,-0.9295072918902773,-0.7345492809488956,-0.5693951627058135,-0.6993605343350566,-1.036965037453858,0
8,-1.2570544296168602,-9.72998841040132,-0.5561060700344375,-0.6728548309195947,0.1577490678986095,-0.7297627527738406,-0.2814982846359191,0.7257563580564819,-0.9902060615720574,-0.936829896161576,-0.3753687315610646,-0.2938737275339882,-0.5445743358264605,-0.6997411854701554,-9.65827562799316,-0.5730270258203525,-0.5841016135144398,-1.1133495000893454,-0.0477618057605166,-0.7128664537820295,0
9,-0.8466499430811839,-9.608079813721789,-0.8070061840882718,-1.0221617446439055,1.1691306851472023,-1.1611853399808636,-0.013687473656016,1.2530780880287804,-1.097407152565128,-0.9375081238936486,-0.3260315256754939,0.8601646286322021,-1.37571991260381,-0.9213102778863946,-9.613539387621026,-0.7330943789725203,-1.1461150391780754,-1.011885677006335,1.3571466395846976,-0.7554585430745223,0
